Podcast,Show,Series,Episode,Title,Speaker,Date,Scripture,Description,YouTube,AudioFile,Spotify,Bulletin,Artwork
The Sunday Sermon,The Sunday Sermon,Matthew,54,"Our Singular Mission, Our Singular Strategy, Our Singular Trust",Rev. Preston Graham,5/29/2022,Matthew 28:16-20,,https://youtu.be/ws8dVRncNfY,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,6,"Establishing Our Hearts: Joy, Love, and Holiness",Rev. Craig Luekens,6/5/2022,1 Thessalonians 3:6-13,,https://youtu.be/u2-0WlRhB2s,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,7,"Getting Our Hands Dirty to Get Our Hearts Clean: How the Christian Life, Individually and Communally, Ought to Walk Before God & the Watching World",Rev. Jefferson Bennett,6/12/2022,1 Thessalonians 4:1-12,,https://youtu.be/pg4_c2hC3vk,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,8,Seeking Real Comfort in a Hopeless World,Rev. Craig Luekens,6/19/2022,1 Thessalonians 4:13-18,,https://youtu.be/Xv_E6CQ85Ik,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,9,"The Day of the Lord: Justice, Hope, and the Best Kind of Warning",Rev. Craig Luekens,6/26/2022,1 Thessalonians 5:1-11,,https://youtu.be/EroWujgk0fs,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,10,What Now? Living Life in the Light of the Lord's Return,Rev. Jerry Ornelas,7/3/2022,1 Thessalonians 5:12-28,,https://youtu.be/0av-jmlHkok,,,,
The Sunday Sermon,The Sunday Sermon,1 Thessalonians,11,"The Simple, though Not Easy, Will of God",Rev. Craig Luekens,7/10/2022,1 Thessalonians 5:16-28,,https://youtu.be/gHfC0viEZVo,,,,
The Sunday Sermon,The Sunday Sermon,2 Thessalonians,1,Wrathful Justice and Faithful Love: Jesus' Glorious Kingdom,Rev. Craig Luekens,7/17/2022,2 Thessalonians 1:1-12,,https://youtu.be/8--E3pnUjFU,,,,
The Sunday Sermon,The Sunday Sermon,2 Thessalonians,2,"A Dangerous Imposter, Evil Restrained, and a Fiery Savior",Rev. Jerry Ornelas,7/24/2022,2 Thessalonians 2:1-12,,https://youtu.be/QuCDzK7D31U,,,,
The Sunday Sermon,The Sunday Sermon,2 Thessalonians,3,The Glories of Salvation and Our Immense Reasons for Thanks,Rev. Craig Luekens,7/31/2022,2 Thessalonians 2:13-17,,https://youtu.be/-JScUYJcErc,,,,
The Sunday Sermon,The Sunday Sermon,2 Thessalonians,4,"Christ on Your Six: The Perfect, Patient, Prayer-Soaked Watch of the Lord Over His Bride and Her Mission",Rev. Jefferson Bennett,8/7/2022,2 Thessalonians 3:1-15,,https://youtu.be/QjXwRY1RiTg,,,,
The Sunday Sermon,The Sunday Sermon,2 Thessalonians,5,Idleness & the Combustible Sins of the Heart Christ Desires to Diffuse,Rev. Jerry Ornelas,8/14/2022,2 Thessalonians 3:5-18,,https://youtu.be/_ADsVe2yEiw,,,,
The Sunday Sermon,The Sunday Sermon,,,The Love of Christ and the Turning Point of the Whole World,Rev. Craig Luekens,8/21/2022,2 Corinthians 5:11-6:2,,https://youtu.be/Xcp-ryFOv_U,,,,
The Sunday Sermon,The Sunday Sermon,John,1,"Where do you find life? God, Jesus, and the Light of the Whole World",Rev. Craig Luekens,8/28/2022,John 1:1-5,,https://youtu.be/YPmRRozMlYY,,,,
The Sunday Sermon,The Sunday Sermon,John,2,Fullness of Grace & Truth: The Incredible Revelation of God's Glory Tabernacling Among Us in Jesus,Rev. Craig Luekens,9/4/2022,John 1:1-18,,https://youtu.be/1xazvAV44sU,,https://open.spotify.com/episode/6c8nPBYthjDC2DouANjylt,,
The Sunday Sermon,The Sunday Sermon,John,3,Who is Jesus?,Rev. Jerry Ornelas,9/11/2022,John 1:19-34,,https://youtu.be/N0VwWgMkcJ4,,https://open.spotify.com/episode/4gt2QhRxGB3YC0LRg5jnfl,,
The Sunday Sermon,The Sunday Sermon,John,4,Come and See: Reasons to Follow Jesus,Rev. Benjamin Sheldon,9/18/2022,John 1:35-51,,https://youtu.be/NuvniDoBdcw,,https://open.spotify.com/episode/6vwEOM83F1t8Lji2khJzGo,,
The Sunday Sermon,The Sunday Sermon,John,5,A Wedding in Cana: Joy and Celebration with Christ Alone,Rev. Craig Luekens,9/25/2022,John 2:1-12,,,,https://open.spotify.com/episode/2tfmfyKMhta7aujiZ3kDJ8,,
The Sunday Sermon,The Sunday Sermon,John,6,Behold Our Temple! Confident Access and Forgiveness in the Person of Jesus,Rev. Craig Luekens,10/2/2022,John 2:13-22,,,,https://open.spotify.com/episode/75Z64EsUPQFiUwnC4I0dga,,
The Sunday Sermon,The Sunday Sermon,John,7,The Magic of Faith in a Snake on a Staff: Why the Love of God Placed His Son on a Tree,Rev. Jefferson Bennett,10/9/2022,John 2:23-3:21,,,,https://open.spotify.com/episode/1BtQkInw4OnbG5KZMcmLDH,,
The Sunday Sermon,The Sunday Sermon,John,8,Joy & Humility: How Encountering Jesus Transforms Our Hearts and Minds,Rev. Craig Luekens,10/16/2022,John 3:22-36,,,,https://open.spotify.com/episode/198DBMfZYz6Zhu0Gj7bSmO,,
The Sunday Sermon,The Sunday Sermon,John,9,Wandering Into God's Jurisdiction,Rev. Jerry Ornelas,10/23/2022,John 4:1-42,,,,https://open.spotify.com/episode/0GlKE1EOTbA5c5JUJp31qO,,
The Sunday Sermon,The Sunday Sermon,John,10,Glory Unveiled: Encountering Jesus in Our Deepest Needs,Rev. Craig Luekens,10/30/2022,John 4:43-5:18,,,,https://open.spotify.com/episode/6dzL20LvsEaWT9cS1PwYuY,,
The Sunday Sermon,The Sunday Sermon,John,11,Taking Jesus Seriously: The Bold Yet Humble Claims of Christ,Rev. Craig Luekens,11/6/2022,John 5:17-47,,,,https://open.spotify.com/episode/2BtM4HlkA1jIRBV8L8U46B,,
The Sunday Sermon,The Sunday Sermon,John,12,The King Who Needs No Election,Rev. Craig Luekens,11/13/2022,John 6:1-21,,,,https://open.spotify.com/episode/5Md6UX4ghjUMYQxEhUK4yp,,
The Sunday Sermon,The Sunday Sermon,John,13,Bubble Gum That Never Loses Its Flavor & Man's Search for Satisfaction,Rev. Jerry Ornelas,11/20/2022,John 6:22-59,,https://youtu.be/eb8NicFfISQ,,https://open.spotify.com/episode/1PirdloPvCP81qu6MQsb5Y,,
The Sunday Sermon,The Sunday Sermon,John,14,Who Ya Gonna Call?,Rev. Jefferson Bennett,11/27/2022,John 6:60-71,,https://youtu.be/AeVhAElf8Jc,,https://open.spotify.com/episode/6IFoQaNiB2EWFJzpYVEsM0,,
The Sunday Sermon,The Sunday Sermon,John,15,Do We Oppose Jesus? Let Us Count the Ways!,Rev. Craig Luekens,12/4/2022,John 7:1-31,,https://youtu.be/EJkAiqIORPU,,https://open.spotify.com/episode/5u1HysBiiPACzpeKqE1nOf,,
The Sunday Sermon,The Sunday Sermon,John,16,Has Jesus Quenched your Thirst? Encountering the Spirit and Glory of Christ,Rev. Craig Luekens,12/11/2022,John 7:32-52,,https://youtu.be/_yajReNkYxo,,https://open.spotify.com/episode/6GEbdu0Er0IspGMXRmx403,,
The Sunday Sermon,The Sunday Sermon,John,17,"Collusion, A Secret Affair & Shocking Absolution",Rev. Jerry Ornelas,12/18/2022,John 7:53-8:11,,https://youtu.be/2YeAOz2N73U,,https://open.spotify.com/episode/49xJHgsl7Jwx6xYW6FlGSt,,
The Sunday Sermon,The Sunday Sermon,John,18,Behold! The Light of the World has Come!,Rev. Craig Luekens,12/25/2022,John 8:12-20,,https://youtu.be/vEftc22jIvA,,https://open.spotify.com/episode/3y8SVaVqF35hcWeUZdJsPy,,
The Sunday Sermon,The Sunday Sermon,John,19,Finding the Freedom We All Seek,Rev. Craig Luekens,1/1/2023,John 8:21-36,,https://youtu.be/0qumkLKx69I,,https://open.spotify.com/episode/14Ds80iaA6bfKy18Tvoaf4,,
The Sunday Sermon,The Sunday Sermon,John,21,Coming to Terms with the Extraordinary Claims of Jesus and the Great I Am,Rev. Craig Luekens,1/8/2023,John 8:37-59,,https://youtu.be/FxuO_8ohrGw,,https://open.spotify.com/episode/4rIvEa0cHZk5padfU85K0J,,
The Sunday Sermon,The Sunday Sermon,John,22,Are You Blind? How Jesus Shows Us What It Really Means to See,Rev. Craig Luekens,1/15/2023,John 9:1-41,,https://youtu.be/utQY7DnBvas,,https://open.spotify.com/episode/4XXzlyJSKs3Cot9iRMBb4R,,
The Sunday Sermon,The Sunday Sermon,John,23,Jesus: The Good Shepherd of Your Soul,Rev. Jerry Ornelas,1/22/2023,John 10:1-11,,https://youtu.be/igBRl7_m6sg,,https://open.spotify.com/episode/3qba2dxkcuh7rt1eAqUOEc,,
The Sunday Sermon,The Sunday Sermon,John,24,"Do You Know the Good Shepherd? Trusting the Gracious, Life-giving, and Irrevocable Authority of the Son",Rev. Craig Luekens,1/29/2023,John 10:11-42,,https://youtu.be/apM5thfFTIU,,https://open.spotify.com/episode/7Eywt1oTlWwEcbUhjw985P,,
The Sunday Sermon,The Sunday Sermon,John,25,"The Final Sign: Lazarus, Life and the End of Everything as We Knew It",Rev. Craig Luekens,2/5/2023,John 11:1-44,,https://youtu.be/g0gpwQzaOXA,,https://open.spotify.com/episode/0NFhAbJvN9SQHesvi3XkJP,,
The Sunday Sermon,The Sunday Sermon,John,26,How Do You Respond to Jesus? Adoration or Betrayal?,Rev. Craig Luekens,2/12/2023,John 11:45-12:11,,https://youtu.be/VxYCBSLYlBw,,https://open.spotify.com/episode/2SyJd9Ksozcs5Lee7R0vkg,,
The Sunday Sermon,The Sunday Sermon,John,27,The King of Glory,Rev. Jerry Ornelas,2/19/2023,John 12:12-27,,https://youtu.be/8xPBxUbCu90,,https://open.spotify.com/episode/6GS2t3mY1xIft0xopjIJbC,,
The Sunday Sermon,The Sunday Sermon,John,28,"Where Do We See the Glory of God? Judgement, Unbelief, and the Inverted Way to Be Lifted Up",Rev. Craig Luekens,2/26/2023,John 12:27-50,,https://youtu.be/zqgLQcSgkYw,,https://open.spotify.com/episode/25VQffuxCLtSBgILAkS9nf,,
The Sunday Sermon,The Sunday Sermon,John,29,"The Lord of All, the Servant of All: Footwashing, and the New World in Jesus' Kingdom",Rev. Craig Luekens,3/5/2023,John 13:1-20,,https://youtu.be/UcBiDBCOrwE,,,,
The Sunday Sermon,The Sunday Sermon,John,30,What's So New About The Love of Christ?,Rev. Jerry Ornelas,3/12/2023,John 13:21-38,,https://youtu.be/BCgrY2DE3vM,,,,
The Sunday Sermon,The Sunday Sermon,John,31,Strength for Troubled Hearts: Dwelling in Jesus and the Promise of (Greater!) Works,Rev. Craig Luekens,3/19/2023,John 14:1-14,,https://youtu.be/ZFA0u1z_H0o,,https://open.spotify.com/episode/4Nf68VWlE8mJBif3CueJ0o,,
The Sunday Sermon,The Sunday Sermon,John,32,Rejoice in the Spirit! The Continuing Power and Presence of Christ in Us,Rev. Craig Luekens,3/26/2023,John 14:1-31,,https://youtu.be/tDVoG5ad88A,,https://open.spotify.com/episode/1XwzdOWR41SjcGnmKClwGE,,
The Sunday Sermon,The Sunday Sermon,John,33,"Dwelling in the Vine: The Radically New Love, Joy and Friendship in Jesus",Rev. Craig Luekens,4/2/2023,John 15:1-17,,https://youtu.be/TrDrz5jXrGo,,https://open.spotify.com/episode/3uWQ2PQKscMhAz62YtsFMi,,
The Sunday Sermon,The Sunday Sermon,Holy Week,,What If It's True? Knowing the Power and Presence of Christ Now,Rev. Craig Luekens,4/9/2023,Ephesians 1:15-23,,https://youtu.be/D0ua-LlJFG4,,https://open.spotify.com/episode/2B5r5vLqmrG3IyGYzKvsAR,,
The Sunday Sermon,The Sunday Sermon,John,34,"Hated by the World, Helped by the Spirit",Rev. Jerry Ornelas,4/16/2023,John 15:18-27,,https://youtu.be/ogr5hjQ5VFM,,https://open.spotify.com/episode/3TbSNY0oI3RKHrR3hKo0Xj,,
The Sunday Sermon,The Sunday Sermon,John,35,"What Do You Expect? Sorrow, Joy, and the Coming of the Holy Spirit",Rev. Craig Luekens,4/23/2023,John 16:1-33,,,,https://open.spotify.com/episode/4TeeL4RActOBfN6Q9Pa9WI,,
The Sunday Sermon,The Sunday Sermon,,,Where Do Broken Hearts Go?,Rev. Jerry Ornelas,4/30/2023,Psalm 23,,https://youtu.be/-vjbyMRiVGs,,https://open.spotify.com/episode/5GINwW4Lg8rqenSHNgGF8A,,
The Sunday Sermon,The Sunday Sermon,John,36,A Praying Savior? The Unique Glory of God and Eternal Life in Jesus,Rev. Craig Luekens,5/7/2023,John 17:1-5,,https://youtu.be/a6rZXq5wrGc,,https://open.spotify.com/episode/2LzCc2v4ejKmy4pGh7N52R,,
The Sunday Sermon,The Sunday Sermon,John,37,You are Set Apart for a Purpose: Being Kept by Jesus for a Life on Mission,Rev. Craig Luekens,5/14/2023,John 17:6-19,,https://youtu.be/VykCHMx0SpU,,https://open.spotify.com/episode/5Ek1VDj5Ej5HqU3HPtf3kA,,
The Sunday Sermon,The Sunday Sermon,John,38,The Church: A Sacrament For the World,Rev. Jerry Ornelas,5/21/2023,John 17:18-26,,https://youtu.be/wD0IfzBMJc0,,https://open.spotify.com/episode/194bVv9JZKWOzEsRQdwjjz,,
The Sunday Sermon,The Sunday Sermon,John,39,"The Arrest of the Good Shepherd: Pride, Betrayal, and Discovering Who’s Really on Trial",Rev. Craig Luekens,5/28/2023,John 18:1-27,,https://youtu.be/A8TppVn0w2Q,,https://open.spotify.com/episode/0GxINYRaNmK1zB1rpmofeb,,
The Sunday Sermon,The Sunday Sermon,John,40,Jesus’ Kingdom is Not of This World: The Horrifying Consequences of Sin in the Face of the Lamb’s Immovable Mission,Rev. Craig Luekens,6/4/2023,John 18:28-40,,https://youtu.be/UbFofk-KMgU,,https://open.spotify.com/episode/462xFfx6ffYkPq6zjs0q84,,
The Sunday Sermon,The Sunday Sermon,John,41,Jesus Before Pilate and the Irony of God,Rev. Jerry Ornelas,6/11/2023,John 19:1-16,,https://youtu.be/rky5AmraWyo,,https://open.spotify.com/episode/5x3wHez3XsYPal7UAbxwY7,,
The Sunday Sermon,The Sunday Sermon,,,CPC at 30: Giving Thanks for God's House and the Immense Privilege of Sacrifice,Rev. Craig Luekens,6/18/2023,1 Peter 2:1-12,,https://youtu.be/TbUaLRBO8pA,,https://open.spotify.com/episode/3jhIWu5HOTh97w1UtgtHju,,
The Sunday Sermon,The Sunday Sermon,John,42,It is Finished.,Rev. Craig Luekens,6/25/2023,John 19:16-30,,https://youtu.be/EfVaT_hIsmo,,https://open.spotify.com/episode/06BzX7Z3RKaZM5Wzm6FAoU,,
The Sunday Sermon,The Sunday Sermon,John,43,Jesus' Burial: Finding Life in the Death of the King,Rev. Craig Luekens,7/2/2023,John 19:3-42,,https://youtu.be/Hw0V0AgvwkA,,https://open.spotify.com/episode/5iPIhtf8We6IhJbOc6Kwy4,,
The Sunday Sermon,The Sunday Sermon,John,44,The Old Has Ended. The New Has Begun.,Rev. Craig Luekens,7/9/2023,John 20:1-18,,https://youtu.be/Gc5jVNysjlI,,https://open.spotify.com/episode/4LM2T7BPX0jdaZAMmP9RkM,,
The Sunday Sermon,The Sunday Sermon,John,45,"Come Lord Jesus! Forgiveness, Peace, and the Mission of the Church",Rev. Craig Luekens,7/16/2023,John 20:19-31,,https://youtu.be/DzIEqsEhf2k,,https://open.spotify.com/episode/0dbFcje4pWLy8StOk6eXpi,,
The Sunday Sermon,The Sunday Sermon,John,46,"Following Jesus: Grace, Restoration, and Witness in a Distracted World",Rev. Craig Luekens,7/23/2023,John 21:1-25,,https://youtu.be/WTq3oTCdzvQ,,https://open.spotify.com/episode/1WpteQXVNFqgbL28Ip1u7n,,
The Sunday Sermon,The Sunday Sermon,Psalms,,Life in Jesus: Ascending the Mountain of the Glorious Lord,Rev. Craig Luekens,7/30/2023,Psalm 24:1-10,,https://youtu.be/IUt062gStNY,,https://open.spotify.com/episode/0R3xh0FSWnmSw7xXedE5xP,Bulletin_2023-07-30.pdf,
The Sunday Sermon,The Sunday Sermon,,,"Luke's Final Word: Our Messy, Impossible, Unstoppable Missional Task",Rev. Chip Anderson,8/6/2023,Acts 28:17-31,,,,,Bulletin_2023-08-06.pdf,
The Sunday Sermon,The Sunday Sermon,,,,,8/13/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,8/20/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,8/27/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,9/3/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,9/10/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,9/17/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,9/24/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,10/1/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,10/8/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,10/15/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,10/22/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,10/29/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,11/5/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,11/12/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,11/19/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,11/26/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,12/3/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,12/10/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,12/17/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,12/24/2023,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,,,12/31/2023,,,,,,,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],1,An Introduction to a Redemptive-Historical Interpretation of the Bible,,2/25/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180225bibleinterpretation01.mp3,,https://www.csmedia1.com/cpcnewhaven.org/interp_session1.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],2,Law and Gospel,,3/4/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180304bibleinterpretation02.mp3,,https://www.csmedia1.com/cpcnewhaven.org/session2.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],3,Temple Presence,,3/11/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180311bibleinterpretation03.mp3,,https://www.csmedia1.com/cpcnewhaven.org/bibleinterp03.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],4,The Image of God,,3/18/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180318bibleinterpretation04.mp3,,https://www.csmedia1.com/cpcnewhaven.org/ss-march-18th.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],5,The Passover/Lord's Supper,,3/25/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180325bibleinterpretation05.mp3,,https://www.csmedia1.com/cpcnewhaven.org/interp_session5.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],6,Creation/New Creation,,4/8/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180408bibleinterpretation06.mp3,,https://www.csmedia1.com/cpcnewhaven.org/interp_session6.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],7,Circumcision to Baptism,,4/22/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180422bibleinterpretation07.mp3,,https://www.csmedia1.com/cpcnewhaven.org/interp_07.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],8,The Day of the LORD,,5/20/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180520bibleinterpretation08.mp3,,https://www.csmedia1.com/cpcnewhaven.org/day-of-the-lord.pdf,
School of Discipleship,Biblical Theology,Reading the Bible Forwards and Backwards [2018],9,Benediction,,6/3/2018,,,,https://www.csmedia1.com/cpcnewhaven.org/180603bibleinterpretation09.mp3,,https://www.csmedia1.com/cpcnewhaven.org/benediction.pdf,
School of Discipleship,Intro to CPC's Spirituality,Membership Seminar,1,Our Story: How We Came To Be,Rev. Preston Graham,,,"In this first episode - Pastor Graham - walks us through the history of our church here in New Haven, we hear the story of its formation, its early years and struggles, and ultimately how its growth fits into the greater picture of the reformed Presbyterian tradition.",https://youtu.be/Ezlv0S6rkrI,,https://open.spotify.com/episode/3BcSsKTVeP4lR9W51Wmzeq,,
School of Discipleship,Intro to CPC's Spirituality,Membership Seminar,2,Our Identity: What the Church is by Nature,Rev. Preston Graham,,,"In this episode, Pastor Graham explores a question you might be wondering “why should I participate in church at all? Why go to a building anyway? With a congregation?  “why not just have fellowship with my friends at Starbucks?” His answers help us understand and reframe the importance of the church in relation to the body of Christ.


In this exploration Preston further highlights classical Eastern and Western arguments in regards to the question of Christ as Word versus Christ as Temple, and by the way, what does it really mean that the word became flesh and dwelt among us? Find out with us here.",https://youtu.be/Ezlv0S6rkrI?t=1835,,https://open.spotify.com/episode/39j3BRmw3gGM6w41iIrTGa,,
School of Discipleship,Intro to CPC's Spirituality,Membership Seminar,3,Our Mission: Christ's Commissions to the Church & Our Strategy,Rev. Preston Graham,,,"In this episode, Pastor Graham unravels the mission of the church and how it correlates with the evangelical role introduced by Christ’s great commission.


Preston further highlights the three defining vocations of church. Here he breaks down the specifics of each of the five marks of a Total Christ spirituality. Preston further tackles questions such as “Can anyone baptize anyone in the church?” and “What does that Presence of Christ look like in church today?”",https://youtu.be/Ezlv0S6rkrI?t=4716,,https://open.spotify.com/episode/5uf62xrgnzRZ6UOvwy6ogs,,
School of Discipleship,Intro to CPC's Spirituality,Membership Seminar,4,Our Family Tree & Presbyterianism,Rev. Preston Graham,,,"In this episode, Pastor Graham explores the lineage of the church’s family tree and what exactly does it means to be Presbyterian, this includes a look at the logic behind its traditions, and the evolution of Presbyterian governance throughout the centuries.",https://youtu.be/Kp8qV0h3mm8,,https://open.spotify.com/episode/5j1ydjfeOeWSozVQrCFeBc,,
School of Discipleship,Intro to CPC's Spirituality,Membership Seminar,5,"Is Membership Biblical?, Five Vows of Membership, Our Ministry MAP, & Process for Joining",Rev. Preston Graham,,,"In this episode, Pastor Graham examines the question of whether or not church membership is even biblical? With an explanation of the five vows of membership. Preston also covers our organizational structure here at CPC New Haven, our mission and outreach opportunities, and clarifies the specific process of becoming a member.",https://youtu.be/Kp8qV0h3mm8?t=6267,,https://open.spotify.com/episode/1RZAHJAK0ShGJpxyQDTE1y,,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],1,Rediscovering God as the Ultimate Missionary,Rev. Preston Graham,,,,https://youtu.be/AUF9eiQEgW4,https://www.csmedia1.com/anabaino.org/evangelismconference1rediscoveringgodastheultimatemissionary-prestongraham.mp3,,https://www.csmedia1.com/anabaino.org/session1rediscoveringgod.pdf,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],2,How Does the Sovereign God Bring People to Salvation,Rev. Andrew Holbrook,,,,https://youtu.be/W5kXaqwQ1uQ,https://www.csmedia1.com/anabaino.org/evangelismconference2howdoesthesovereigngodbringpeopletofaith-andrewhollbrook.mp3,,https://www.csmedia1.com/anabaino.org/session2godssovereigntyandsalvation.pdf,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],3,Local Evangelism,Rev. Mike Brunjes,,,,https://youtu.be/PLT4Vi0aVHk,https://www.csmedia1.com/anabaino.org/evangelismconference3localevangelism-mikebrunges.mp3,,,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],4,Missional Church as Alternative Community,Rev. Chip Anderson,,,,,https://www.csmedia1.com/anabaino.org/evangelismconference4missionalchurchasthealternativecommunity-chipanderson.mp3,,https://www.csmedia1.com/anabaino.org/breakoutalternativecommunityasevangelism.pdf,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],5,Child Evangelism,Rev. Curran Bishop,,,,,https://www.csmedia1.com/anabaino.org/breakoutchildevangelismcb.mp3,,https://www.csmedia1.com/anabaino.org/breakoutchildevangelism.pdf,
School of Discipleship,Mission Anabaino,Evangelism Conference [2020],6,Missionary Encounters with Other Faiths and No Faiths,Rev. Jeff Hutchinson,,,,,https://www.csmedia1.com/anabaino.org/evangelismconference5missionaryencounterswithotherfaiths-jeffhutchinson.mp3,,https://www.csmedia1.com/anabaino.org/breakoutmissionaryencounters.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,1,Development of Early Christianity (AD 30-350),John Roney,10/25/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/151025churchhistory1.mp3,,https://www.csmedia1.com/cpcnewhaven.org/1-cpc-early-christianity.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,2,Early Church (100-300),John Roney,11/1/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/151101churchhistory2.mp3,,https://www.csmedia1.com/cpcnewhaven.org/2-early-church-developments.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,3,Augustine and Early Medieval Church,John Roney,11/8/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/20151108churchhistory3.mp3,,https://www.csmedia1.com/cpcnewhaven.org/3-augustine-and-early-medieval-church.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,4,Rennaissance Search for God and Self (AD 1200-1500),John Roney,11/15/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/20151115churchhistory4.mp3,,https://www.csmedia1.com/cpcnewhaven.org/4-renaissance-and-modern-devotion.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,5,Reformation of Church & Doctrine: Luther & Calvin (16th Century),John Roney,11/22/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/20151122churchhistory5.mp3,,https://www.csmedia1.com/cpcnewhaven.org/5-reformation-of-church-and-doctrine-luther-and-calvin.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,6,Post-French Revolution (19th Century),John Roney,12/6/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/20151206churchhistory6.mp3,,https://www.csmedia1.com/cpcnewhaven.org/6-revivals-and-free-churches.pdf,
School of Discipleship,Church History,Turning Points: God's Faithfulness in Christian History,7,Missions to the World (1910-1970s),John Roney,12/13/2015,,,,https://www.csmedia1.com/cpcnewhaven.org/20151213churchhistory7.mp3,,https://www.csmedia1.com/cpcnewhaven.org/7-global-evangelism-missions-parachurches.pdf,
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,1,Introduction/History of Middle East,John Roney,1/15/2020,,,https://youtu.be/ARsu9qYTOa8,,,https://www.csmedia1.com/cpcnewhaven.org/1-introduction-history-of-middle-eastnew.pdf,
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,2,Jesus of Nazareth,John Roney,1/22/2020,,,https://youtu.be/k8EywdTvDCk,,,https://www.csmedia1.com/cpcnewhaven.org/2-jesus-of-nazarethnew.pdf,
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,3,Early Christianity - First Years,John Roney,1/29/2020,,,https://youtu.be/mbSUnECzC8k,,,https://www.csmedia1.com/cpcnewhaven.org/3-early-christianity-first-yearsnew.pdf,
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,4,The Spread of Christianity,John Roney,2/12/2020,,,https://youtu.be/_Zw1tokgOBQ,,,https://www.csmedia1.com/cpcnewhaven.org/4-spread-and-diversity-of-christianity.pdf,
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,5,Introduction to the Early Church,John Roney,2/19/2020,,,https://youtu.be/Joc9vdiuFBA,,,https://www.csmedia1.com/cpcnewhaven.org/5-introduction-to-early-church.pdf,
